3.000000 0.378073
5.000000 0.378241
7.000000 0.378266
9.000000 0.378278
11.000000 0.378284
13.000000 0.378288
15.000000 0.378290
17.000000 0.378290
19.000000 0.378291
21.000000 0.378291
23.000000 0.378291
25.000000 0.378291
27.000000 0.378291
29.000000 0.378291
31.000000 0.378291
33.000000 0.378291
35.000000 0.378291
37.000000 0.378291
39.000000 0.378291
41.000000 0.378291
43.000000 0.378291
45.000000 0.378291
47.000000 0.378291
49.000000 0.378291
51.000000 0.378291
53.000000 0.378291
55.000000 0.378291
57.000000 0.378292
59.000000 0.378292
61.000000 0.378292
63.000000 0.378292
65.000000 0.378292
67.000000 0.378292
69.000000 0.378292
71.000000 0.378292
73.000000 0.378292
75.000000 0.378292
77.000000 0.378292
79.000000 0.378292
81.000000 0.378292
83.000000 0.378292
85.000000 0.378292
87.000000 0.378292
89.000000 0.378292
91.000000 0.378292
93.000000 0.378292
95.000000 0.378292
97.000000 0.378292
99.000000 0.378292
101.000000 0.378292
