0.780000 0.555188
0.780200 0.555470
0.780400 0.555732
0.780600 0.555974
0.780800 0.556196
0.781000 0.556397
0.781200 0.556579
0.781400 0.556741
0.781600 0.556883
0.781800 0.557006
0.782000 0.557108
0.782200 0.557191
0.782400 0.557254
0.782600 0.557297
0.782800 0.557321
0.783000 0.557325
0.783200 0.557310
0.783400 0.557275
0.783600 0.557220
0.783800 0.557146
0.784000 0.557053
0.784200 0.556940
0.784400 0.556807
0.784600 0.556655
0.784800 0.556484
0.785000 0.556293
0.785200 0.556083
0.785400 0.555854
0.785600 0.555605
0.785800 0.555336
0.786000 0.555049
0.786200 0.554741
0.786400 0.554415
0.786600 0.554069
0.786800 0.553704
0.787000 0.553319
0.787200 0.552915
0.787400 0.552491
0.787600 0.552048
0.787800 0.551585
0.788000 0.551103
0.788200 0.550601
0.788400 0.550080
0.788600 0.549539
0.788800 0.548979
0.789000 0.548398
0.789200 0.547799
0.789400 0.547179
0.789600 0.546540
0.789800 0.545881
0.790000 0.545202
0.790200 0.544504
0.790400 0.543785
0.790600 0.543047
0.790800 0.542288
0.791000 0.541510
0.791200 0.540712
0.791400 0.539893
0.791600 0.539054
0.791800 0.538195
0.792000 0.537316
0.792200 0.536417
0.792400 0.535497
0.792600 0.534556
0.792800 0.533596
0.793000 0.532614
0.793200 0.531612
0.793400 0.530590
0.793600 0.529546
0.793800 0.528482
0.794000 0.527397
0.794200 0.526291
0.794400 0.525164
0.794600 0.524016
0.794800 0.522847
0.795000 0.521656
0.795200 0.520444
0.795400 0.519211
0.795600 0.517957
0.795800 0.516681
0.796000 0.515383
0.796200 0.514064
0.796400 0.512723
0.796600 0.511360
0.796800 0.509975
0.797000 0.508568
0.797200 0.507140
0.797400 0.505689
0.797600 0.504215
0.797800 0.502720
0.798000 0.501202
0.798200 0.499662
0.798400 0.498099
0.798600 0.496513
0.798800 0.494905
0.799000 0.493274
0.799200 0.491620
0.799400 0.489943
0.799600 0.488243
0.799800 0.486520
0.800000 0.484774
